actor_a,actor_b,weight
Georgie Henley,William Moseley,2
Dermot Mulroney,Julia Roberts,2
Danny Devito,Michael Keaton,2
Dwayne Johnson,Vince Vaughn,2
Adam Sandler,Idina Menzel,2
Alex Vincent,Brad Dourif,2
Andy Lau,Maggie Cheung,2
Julia Roberts,Meryl Streep,2
Al Pacino,Michelle Pfeiffer,2
Carina Lau,Maggie Cheung,2
Leslie Cheung,Maggie Cheung,2
Chris Pine,Gal Gadot,2
Skandar Keynes,William Moseley,2
Ana De Armas,Ryan Gosling,2
Brad Pitt,Matt Damon,2
Kate Winslet,Tom Wilkinson,2
Bill Pullman,Jeff Goldblum,2
Benicio Del Toro,Emily Blunt,2
Greg Kinnear,Lily Collins,2
Benicio Del Toro,Josh Brolin,2
Aidan Quinn,Liam Neeson,2
Idina Menzel,Jonathan Groff,2
Abhay Deol,Kalki Koechlin,2
Mads Mikkelsen,Thomas Bo Larsen,2
Idina Menzel,Josh Gad,2
Idina Menzel,Kristen Bell,2
Jonathan Groff,Josh Gad,2
Jonathan Groff,Kristen Bell,2
Josh Gad,Kristen Bell,2
Henry Cavill,Millie Bobby Brown,2
Akshay Kumar,Amrish Puri,2
Jessica Alba,Mickey Rourke,2
Bradley Cooper,Chris Pratt,2
James Woods,Robert De Niro,2
Bradley Cooper,Zoe Saldana,2
Chris Pratt,Vin Diesel,2
Chris Pratt,Zoe Saldana,2
Vin Diesel,Zoe Saldana,2
Harvey Keitel,Michael Madsen,2
Ben Affleck,Joey Lauren Adams,2
Hiromi Tsuru,Masaharu Sato,2
Hiromi Tsuru,Masako Nozawa,2
Hiromi Tsuru,Ryo Horikawa,2
Akshay Kumar,Pankaj Tripathi,2
Masaharu Sato,Masako Nozawa,2
Masaharu Sato,Ryo Horikawa,2
Marisa Tomei,Michael Keaton,2
Bill Nighy,Rupert Grint,2
Billy Crystal,Bruno Kirby,2
Marisa Tomei,Robert Downey Jr.,2
Domhnall Gleeson,Will Poulter,2
Marisa Tomei,Tom Holland,2
Hugh Bonneville,Jim Broadbent,2
Gary Oldman,Ryan Reynolds,2
Amy Adams,Joaquin Phoenix,2
Jeremy Renner,Simon Pegg,2
Jeremy Renner,Tom Cruise,2
Craig T. Nelson,Holly Hunter,2
Dakota Fanning,Denzel Washington,2
Kate Winslet,Shailene Woodley,2
Shivaleeka Oberoi,Vidyut Jammwal,2
Hope Davis,Nicholas Hoult,2
Shaad Randhawa,Shraddha Kapoor,2
Javier Bardem,Johnny Depp,2
Joan Cusack,Tim Allen,2
Joan Cusack,Tom Hanks,2
Akshay Kumar,Taapsee Pannu,2
Pat Healy,Sara Paxton,2
John Leguizamo,Wesley Snipes,2
Fahadh Faasil,Vijay Sethupathi,2
David Dencik,Nikolaj Lie Kaas,2
Jennifer Garner,Mark Ruffalo,2
Emily Blunt,Meryl Streep,2
Aamir Khan,Kareena Kapoor,2
Val Kilmer,Vincent D'Onofrio,2
Kristen Wiig,Matt Damon,2
Nithya Menen,Samantha Ruth Prabhu,2
Morena Baccarin,Ryan Reynolds,2
Johnny Depp,Penelope Cruz,2
Slavko Labovic,Zlatko Buric,2
Johnny Depp,Marlon Brando,2
Saranya Ponvannan,Suriya,2
Charlie Sheen,Emilio Estevez,2
Bill Murray,Tom Waits,2
Charlotte Gainsbourg,Stellan Skarsgard,2
Christina Applegate,Paul Rudd,2
Julie Hagerty,Robert Hays,2
Christina Applegate,Steve Carell,2
Christina Applegate,Will Ferrell,2
Srinidhi Shetty,Yash,2
Daniel Stern,Joe Pesci,2
Daniel Stern,John Heard,2
Daniel Stern,Macaulay Culkin,2
Paul Rudd,Will Ferrell,2
Joe Pesci,Macaulay Culkin,2
Steve Carell,Will Ferrell,2
Charlie Sheen,Kiefer Sutherland,2
Catherine Deneuve,Gerard Depardieu,2
Shia Labeouf,Stellan Skarsgard,2
Emilio Estevez,Richard Dreyfuss,2
Alan Rickman,Sigourney Weaver,2
Eva Green,Judi Dench,2
Kartik Aaryan,Kiara Advani,2
Abhishek Bachchan,Aishwarya Rai Bachchan,2
Gong Li,You Ge,2
Emilio Estevez,Kiefer Sutherland,2
Eddie Murphy,Nick Nolte,2
Daniel Craig,Jamie Bell,2
Philip Seymour Hoffman,Tom Cruise,2
Amitabh Bachchan,Vidya Balan,2
Danny Devito,Gene Hackman,2
Emilio Estevez,Lou Diamond Phillips,2
Kiefer Sutherland,Lou Diamond Phillips,2
Aamir Khan,Juhi Chawla,2
Charlie Day,Jason Bateman,2
Charlie Day,Jason Sudeikis,2
Andy Samberg,Jorma Taccone,2
Jason Bateman,Jason Sudeikis,2
Charlize Theron,Frances Mcdormand,2
Emi Takei,Munetaka Aoki,2
Laura Linney,Richard Gere,2
Emi Takei,Tatsuya Fujiwara,2
Munetaka Aoki,Takeru Satoh,2
Takeru Satoh,Tatsuya Fujiwara,2
Ciaran Hinds,Eric Bana,2
Denzel Washington,Ethan Hawke,2
Bhumi Pednekar,Rajkummar Rao,2
Charlize Theron,Will Smith,2
Jaeden Martell,Naomi Watts,2
Colin Firth,Gemma Jones,2
Jude Law,Rachel Weisz,2
Ed Harris,Viggo Mortensen,2
Bruce Willis,Helen Mirren,2
Colin Firth,Hugh Grant,2
Jim Caviezel,Mira Sorvino,2
Anna Cathcart,Janel Parrish,2
Bill Murray,Stephen Tobolowsky,2
Daniel Gimenez Cacho,Gael Garcia Bernal,2
Daniel Gimenez Cacho,Maribel Verdu,2
Helen Mirren,Morgan Freeman,2
Janel Parrish,Lana Condor,2
Janel Parrish,Noah Centineo,2
Priyanka Chopra Jonas,Shefali Shah,2
David Morrissey,Emily Watson,2
Ajith Kumar,Trisha Krishnan,2
Colin Firth,Renee Zellweger,2
Christopher Eccleston,Ewan Mcgregor,2
Ben Falcone,Melissa Mccarthy,2
Roddy Mcdowall,William Ragsdale,2
Daniel Radcliffe,Richard Harris,2
Burt Young,Carl Weathers,2
Richard Harris,Rupert Grint,2
Carl Weathers,Sylvester Stallone,2
Alfredo Castro,Antonia Zegers,2
Christian Bale,Steve Carell,2
Ryan Gosling,Steve Carell,2
Carl Weathers,Talia Shire,2
Brenda Blethyn,Keira Knightley,2
Gemma Jones,Hugh Grant,2
Don Cheadle,Guy Pearce,2
Keira Knightley,Matthew Macfadyen,2
Gael Garcia Bernal,Luis Gnecco,2
Helen Mirren,Katie Holmes,2
Don Cheadle,Gwyneth Paltrow,2
Don Cheadle,Robert Downey Jr.,2
Cyril Raffaelli,David Belle,2
Jose Luis Gomez,Penelope Cruz,2
Hugh Grant,Renee Zellweger,2
Ben Foster,Woody Harrelson,2
Faye Dunaway,Johnny Depp,2
Norman Reedus,Sean Patrick Flanery,2
Bill Murray,Dan Aykroyd,2
Bill Murray,Sigourney Weaver,2
Gary Oldman,Kevin Costner,2
Dan Aykroyd,Harold Ramis,2
Dan Aykroyd,Sigourney Weaver,2
Harold Ramis,Sigourney Weaver,2
Madonna Sebastian,Sai Pallavi,2
Brad Pitt,Margot Robbie,2
Bruce Willis,Melanie Griffith,2
Ewan Mcgregor,Renee Zellweger,2
Lauren Bacall,Nicole Kidman,2
Priyanka Arulmohan,Sivakarthikeyan,2
Dan Fogler,Katherine Waterston,2
Kurt Russell,Zoe Bell,2
Eddie Redmayne,Katherine Waterston,2
Joan Allen,Matt Damon,2
Kevin Kline,Meryl Streep,2
Jennifer Lawrence,Robert De Niro,2
Cher,Meryl Streep,2
Asher Angel,Jack Dylan Grazer,2
Jackie Earle Haley,Patrick Wilson,2
Jason Segel,Paul Rudd,2
Judy Davis,Woody Allen,2
Danny Mcbride,James Franco,2
Drew Barrymore,Sam Rockwell,2
Asher Angel,Zachary Levi,2
Mahershala Ali,Naomie Harris,2
Leonardo Dicaprio,Margot Robbie,2
Kate Beckinsale,Sam Rockwell,2
Amrish Puri,Priyanka Chopra Jonas,2
Brigitte Lin,Tony Leung Chiu-Wai,2
Jack Dylan Grazer,Zachary Levi,2
Faye Wong,Tony Leung Chiu-Wai,2
Ben Foster,Casey Affleck,2
Anjelica Huston,Christopher Lloyd,2
Jensen Ackles,Josh Duhamel,2
Ewan Mcgregor,Hayden Christensen,2
Josh Brolin,Tommy Lee Jones,2
Jensen Ackles,Naya Rivera,2
Hayden Christensen,Samuel L. Jackson,2
Billy Bob Thornton,John Ritter,2
Jensen Ackles,Troy Baker,2
Craig T. Nelson,Heather O'Rourke,2
Ben Kingsley,Emily Mortimer,2
Craig T. Nelson,Jobeth Williams,2
Anne Dorval,Suzanne Clement,2
Heather O'Rourke,Jobeth Williams,2
Josh Duhamel,Naya Rivera,2
Josh Duhamel,Troy Baker,2
Rakhee Gulzar,Shah Rukh Khan,2
Cliff Curtis,Rebecca Ferguson,2
Arno Frisch,Ulrich Muhe,2
Naya Rivera,Troy Baker,2
Laura Dern,Sam Neill,2
Hana Sugisaki,Sota Fukushi,2
Chris Pratt,Elizabeth Banks,2
Chris Pratt,Will Arnett,2
Donnie Yen,Simon Yam,2
Channing Tatum,Ice Cube,2
Elizabeth Banks,Will Arnett,2
Rachel Weisz,Ralph Fiennes,2
Will Arnett,Will Ferrell,2
Channing Tatum,Jonah Hill,2
Julianne Moore,Stephen Dillane,2
Meryl Streep,Nicole Kidman,2
Christian Slater,Gary Oldman,2
Ice Cube,Jonah Hill,2
Claire Danes,Susan Sarandon,2
Ben Foster,Chris Pine,2
Anjelica Huston,Raul Julia,2
Aishwarya Rai Bachchan,Jayam Ravi,2
Jacqueline Fernandez,John Abraham,2
Noomi Rapace,Tom Hardy,2
Denzel Washington,Spike Lee,2
Aishwarya Rai Bachchan,Karthi,2
Aishwarya Rai Bachchan,Vikram,2
Jayam Ravi,Karthi,2
Jayam Ravi,Vikram,2
Karthi,Vikram,2
Ed Harris,Laura Linney,2
Kirsten Dunst,Susan Sarandon,2
Ben Stiller,Christine Taylor,2
Leehom Wang,Tang Wei,2
Christopher Lloyd,Raul Julia,2
Kangana Ranaut,Priyanka Chopra Jonas,2
Natalie Portman,Tessa Thompson,2
John Goodman,John Turturro,2
Christopher Reeve,Gene Hackman,2
Anthony Hopkins,Emma Thompson,2
Chazz Palminteri,Robert De Niro,2
Daryl Hannah,David Carradine,2
Daryl Hannah,Michael Madsen,2
Daryl Hannah,Uma Thurman,2
David Carradine,Michael Madsen,2
David Carradine,Uma Thurman,2
Christopher Reeve,Ned Beatty,2
James Woods,Sharon Stone,2
Ellen Barkin,John Goodman,2
Gene Hackman,Ned Beatty,2
John Corbett,Michael Constantine,2
Dolores Fonzi,Ricardo Darin,2
Andy Lau,Tony Leung Chiu-Wai,2
Anthony Chau-Sang Wong,Eric Tsang,2
Leslie Mann,Paul Rudd,2
John C. Reilly,Samuel L. Jackson,2
Leslie Mann,Seth Rogen,2
Daniel Wu,Jackie Chan,2
Hugo Weaving,Stephen Rea,2
Lesley Manville,Ruth Sheen,2
Billy Crystal,Lisa Kudrow,2
Michael J. Fox,Sally Field,2
Aamir Khan,Kajol,2
Daniel Craig,Lea Seydoux,2
Ed Harris,Sally Field,2
Gong Yoo,Jung Yu-Mi,2
Jessica Chastain,Mark Strong,2
Jake Gyllenhaal,Peter Sarsgaard,2
Eddie Marsan,James Mcavoy,2
Jamie Lee Curtis,John Cleese,2
Jamie Lee Curtis,Kevin Kline,2
Jamie Lee Curtis,Michael Palin,2
John Cleese,Kevin Kline,2
John Cleese,Michael Palin,2
Kevin Kline,Michael Palin,2
Ann-Margret,Jack Lemmon,2
Ann-Margret,Walter Matthau,2
Bonnie Bedelia,Bruce Willis,2
Bonnie Bedelia,Reginald Veljohnson,2
Bruce Willis,Reginald Veljohnson,2
Meryl Streep,Robert Redford,2
Albert Brooks,Ellen Degeneres,2
Simon Pegg,Ving Rhames,2
Amy Poehler,Bill Hader,2
Christian Bale,Heath Ledger,2
Kristen Stewart,Lars Eidinger,2
Emi Takei,Yosuke Eguchi,2
Pierre Mondy,Pierre Tornade,2
Michelle Monaghan,Robert Downey Jr.,2
Kate Winslet,Leonardo Dicaprio,2
Jet Li,Rosamund Kwan,2
Andy Serkis,Karin Konoval,2
Darby Camp,Kurt Russell,2
Christopher Plummer,Jennifer Connelly,2
Christopher Plummer,Russell Crowe,2
Gene Wilder,Richard Pryor,2
Elijah Wood,Viggo Mortensen,2
Ian Mckellen,Viggo Mortensen,2
Daisy Ridley,Oscar Isaac,2
Cate Blanchett,Giovanni Ribisi,2
Domhnall Gleeson,Oscar Isaac,2
John Boyega,Oscar Isaac,2
Anders Danielsen Lie,Hans Olav Brenner,2
Kyra Sedgwick,Robert Duvall,2
Ewan Mcgregor,Jim Broadbent,2
Heather Craney,Jim Broadbent,2
Priyanka Chopra Jonas,Shah Rukh Khan,2
Mark Wahlberg,Mila Kunis,2
Orlando Bloom,Viggo Mortensen,2
Bill Nighy,Nick Frost,2
Alexandra Maria Lara,Bruno Ganz,2
Mark Wahlberg,Seth Macfarlane,2
Martin Freeman,Nick Frost,2
Martin Freeman,Simon Pegg,2
Abigail Breslin,Emma Stone,2
Abigail Breslin,Jesse Eisenberg,2
Ethan Hawke,Uma Thurman,2
Kevin Costner,Octavia Spencer,2
Abigail Breslin,Woody Harrelson,2
Emma Stone,Jesse Eisenberg,2
Emma Stone,Woody Harrelson,2
Belen Rueda,Mabel Rivera,2
Clint Eastwood,Gene Hackman,2
Clint Eastwood,Morgan Freeman,2
Pierre Mondy,Roger Carel,2
Gene Hackman,Morgan Freeman,2
Jennifer Lopez,Nick Nolte,2
Ansel Elgort,Shailene Woodley,2
Gene Hackman,Kevin Costner,2
Andre Ramiro,Milhem Cortaz,2
Andre Ramiro,Wagner Moura,2
Anya Taylor-Joy,James Mcavoy,2
Kristen Wiig,Miranda Cosgrove,2
Milhem Cortaz,Wagner Moura,2
Anne Bancroft,Anthony Hopkins,2
Kristen Wiig,Steve Carell,2
Dan O'Herlihy,Nancy Allen,2
Dan O'Herlihy,Peter Weller,2
Miranda Cosgrove,Steve Carell,2
Nancy Allen,Peter Weller,2
Danny Devito,Jack Nicholson,2
Anupam Kher,Shah Rukh Khan,2
Chloe Sevigny,Peter Sarsgaard,2
Juhi Chawla,Shah Rukh Khan,2
Jet Li,Siu-Ho Chin,2
Jinpachi Nezu,Tatsuya Nakadai,2
Emmanuelle Seigner,Mathieu Amalric,2
Billy Crystal,Robert De Niro,2
Rita Wilson,Tom Hanks,2
Kevin Costner,Will Patton,2
Ethan Hawke,Vincent D'Onofrio,2
Jake Gyllenhaal,Rene Russo,2
Jake Gyllenhaal,Riz Ahmed,2
Ellen Barkin,Robert De Niro,2
Ewan Mcgregor,Hayley Atwell,2
Mila Kunis,Seth Macfarlane,2
Pierre Tornade,Roger Carel,2
John Corbett,Nia Vardalos,2
Ajay Devgn,Katrina Kaif,2
Ajay Devgn,Shriya Saran,2
Ewan Mcgregor,Ewen Bremner,2
Brad Pitt,Jonah Hill,2
Denzel Washington,Russell Crowe,2
Shriya Saran,Tabu,2
Francois Berleand,Jason Statham,2
Famke Janssen,Leland Orser,2
Ewan Mcgregor,Jonny Lee Miller,2
Ewen Bremner,Jonny Lee Miller,2
Leland Orser,Liam Neeson,2
Leland Orser,Maggie Grace,2
Elle Fanning,Kyle Chandler,2
Chris Pine,Zoe Saldana,2
Zachary Quinto,Zoe Saldana,2
Dennis Quaid,Gene Hackman,2
Katrina Kaif,Nana Patekar,2
Joan Plowright,Joely Richardson,2
Steve Carell,Toni Collette,2
Philip Seymour Hoffman,Robin Wright,2
Aaron Taylor-Johnson,Chloe Grace Moretz,2
Juno Temple,Justin Timberlake,2
Ayushmann Khurrana,Sheeba Chaddha,2
Kristin Scott Thomas,Lily James,2
Cary Elwes,Morgan Freeman,2
Cameron Diaz,Dennis Quaid,2
Leonardo Dicaprio,Robert De Niro,2
Catherine Deneuve,Danielle Darrieux,2
Bhumi Pednekar,Sheeba Chaddha,2
John Travolta,Samuel L. Jackson,2
Bill Murray,Cate Blanchett,2
Franka Potente,Matt Damon,2
John Travolta,Uma Thurman,2
George Clooney,Sam Rockwell,2
John Cusack,Nicolas Cage,2
Madison Wolfe,Patrick Wilson,2
Kathy Bates,Rachel Mcadams,2
Brian Cox,Joan Allen,2
Kate Beckinsale,Scott Speedman,2
Audrey Tautou,Cecile De France,2
Owen Wilson,Rachel Mcadams,2
Aaron Eckhart,Miles Teller,2
Cecile De France,Kelly Reilly,2
Danai Gurira,Lupita Nyong'O,2
Bill Murray,Bruce Willis,2
Dana Carvey,Mike Myers,2
Jisshu Sengupta,Rani Mukerji,2
Emma Thompson,Kelly Macdonald,2
Cecile De France,Romain Duris,2
Dianne Wiest,Nicole Kidman,2
Lisa Kudrow,Robert De Niro,2
Amy Adams,Meryl Streep,2
Ashley Laurence,Clare Higgins,2
Spike Lee,Wesley Snipes,2
Michael Constantine,Nia Vardalos,2
Juliette Binoche,Ralph Fiennes,2
Daniel Auteuil,Emmanuelle Beart,2
Colin Firth,Stanley Tucci,2
Kristin Scott Thomas,Ralph Fiennes,2
Cameron Diaz,Penelope Cruz,2
Cameron Diaz,Tom Cruise,2
Ana De Armas,Daniel Craig,2
John Goodman,Mark Wahlberg,2
Danny Glover,Rene Russo,2
Ozan Guven,Ozge Ozberk,2
Joe Pesci,Rene Russo,2
Christopher Guest,Harry Shearer,2
Bradley Cooper,Sienna Miller,2
Anushka Shetty,Prabhas,2
Anushka Shetty,Rana Daggubati,2
Anushka Shetty,Tamannaah Bhatia,2
Prabhas,Rana Daggubati,2
Prabhas,Tamannaah Bhatia,2
Rana Daggubati,Tamannaah Bhatia,2
John C. Reilly,Sarah Silverman,2
Hume Cronyn,Wilford Brimley,2
Steve Zahn,Woody Harrelson,2
Dana Carvey,Tia Carrere,2
Anushka Sharma,Katrina Kaif,2
James Mcavoy,Nicholas Hoult,2
Naseeruddin Shah,Tabu,2
Halle Berry,Patrick Stewart,2
Andre Dussollier,Daniel Auteuil,2
Al Pacino,Alan Arkin,2
Jennifer Lawrence,Nicholas Hoult,2
Michael Fassbender,Nicholas Hoult,2
Mike Myers,Tia Carrere,2
Jude Law,Rachel Mcadams,2
Jude Law,Robert Downey Jr.,2
Amrish Puri,Salman Khan,2
Frederic Diefenthal,Marion Cotillard,2
Rachel Mcadams,Robert Downey Jr.,2
Geena Davis,Jeff Goldblum,2
Gilles Lellouche,Jean-Paul Rouve,2
Arshad Warsi,Vidya Balan,2
Akshay Kumar,Huma Qureshi,2
Kriti Sanon,Varun Dhawan,2
Hrithik Roshan,Katrina Kaif,2
Famke Janssen,Hugh Jackman,2
Emily Watson,Geoffrey Rush,2
Chadwick Boseman,Viola Davis,2
Paresh Rawal,Vicky Kaushal,2
Famke Janssen,Patrick Stewart,2
Chow Yun-Fat,Leslie Cheung,2
Chow Yun-Fat,Lung Ti,2
Marion Cotillard,Samy Naceri,2
Brad Pitt,Cate Blanchett,2
Karim Abdel Aziz,Nilli Karim,2
Caglar Ertugrul,Ufuk Bayraktar,2
Brad Pitt,Julia Ormond,2
Navid Mohammadzadeh,Parinaz Izadyar,2
Eduardo Noriega,Fele Martinez,2
Anya Taylor-Joy,Mia Goth,2
Parinaz Izadyar,Payman Maadi,2
Leslie Cheung,Lung Ti,2
Alison Pill,Seann William Scott,2
Lin Shaye,Patrick Wilson,2
Christopher Lloyd,Tom Wilson,2
Jennifer Jason Leigh,Rutger Hauer,2
Michael J. Fox,Tom Wilson,2
Bill Nighy,Judi Dench,2
Bill Nighy,Maggie Smith,2
Anthony Hopkins,Ray Liotta,2
Gary Sinise,Tom Hanks,2
Kathleen Turner,William Hurt,2
Greg Kinnear,Pierce Brosnan,2
Cate Blanchett,Jay Baruchel,2
Lara Pulver,Theo James,2
Chang Chen,Fengyi Zhang,2
Chang Chen,Takeshi Kaneshiro,2
Fengyi Zhang,Takeshi Kaneshiro,2
Fengyi Zhang,Tony Leung Chiu-Wai,2
Mark Ruffalo,Tim Robbins,2
Billy Crystal,Daniel Stern,2
Billy Crystal,John Goodman,2
Ben Kingsley,Sigourney Weaver,2
Lin Shaye,Rose Byrne,2
Morgan Freeman,Olga Kurylenko,2
Billy Crystal,Steve Buscemi,2
Adam Sandler,Rob Schneider,2
Billy Crystal,Jack Palance,2
Danny Dyer,Tamer Hassan,2
Blake Harrison,James Buckley,2
John C. Reilly,Will Ferrell,2
Mohd. Zeeshan Ayyub,Rajkummar Rao,2
Daniel Stern,Jack Palance,2
Elena Anaya,Najwa Nimri,2
Jet Li,Michelle Yeoh,2
Eddie Redmayne,Felicity Jones,2
Rosamund Pike,Simon Pegg,2
Anthony Hopkins,Ed Harris,2
Bill Murray,Randy Quaid,2
James Cromwell,Magda Szubanski,2
Blake Harrison,Joe Thomas,2
Ben Mendelsohn,Jude Law,2
Ed Harris,Scott Glenn,2
Daniel Day-Lewis,Winona Ryder,2
Leonardo Dicaprio,Russell Crowe,2
Ozkan Ugur,Zafer Algoz,2
John Cusack,John Malkovich,2
Jeremy Irons,Meryl Streep,2
Anne Archer,Harrison Ford,2
Paresh Rawal,Rimi Sen,2
Meryl Streep,Nicolas Cage,2
Arjun Rampal,Shah Rukh Khan,2
Catherine O'Hara,Fred Willard,2
Blake Harrison,Simon Bird,2
Andy Garcia,Emily Mortimer,2
Ryo Horikawa,Takeshi Kusao,2
Brad Pitt,Catherine Zeta-Jones,2
Akshay Kumar,Anupam Kher,2
Chris Evans,Samuel L. Jackson,2
Denzel Washington,Rosario Dawson,2
Anna Kendrick,Christopher Mintz-Plasse,2
Geoffrey Rush,Heath Ledger,2
Nick Nolte,Sean Penn,2
Kenneth Branagh,Kevin Kline,2
Dustin Hoffman,Emma Thompson,2
Adam Sandler,Allen Covert,2
Lorant Deutsch,Roger Carel,2
Joan Cusack,John Cusack,2
Phetthai Vongkumlao,Tony Jaa,2
Bill Murray,Olivia Williams,2
Mahesh Babu,Sonu Sood,2
Scarlett Johansson,Steve Buscemi,2
Prakash Raj,Sonu Sood,2
Prakash Raj,Trisha Krishnan,2
Jackie Chan,Rosamund Kwan,2
Glenn Close,Max Irons,2
Charlie Sheen,Keith David,2
Adam Driver,Greta Gerwig,2
James Buckley,Joe Thomas,2
James Buckley,Simon Bird,2
Patrick Wilson,Ty Simpkins,2
Christian Slater,Val Kilmer,2
Bill Paxton,Billy Bob Thornton,2
Kajal Aggarwal,Prakash Raj,2
Karan Soni,Mark Duplass,2
Joaquin Phoenix,Robert Patrick,2
Raul Julia,Sonia Braga,2
Bill Murray,George Clooney,2
Bill Murray,Jason Schwartzman,2
Natalie Portman,Peter Sarsgaard,2
Samuel Le Bihan,Vincent Cassel,2
Christian Clavier,Marie-Anne Chazel,2
Rosario Dawson,Shia Labeouf,2
Kevin Kline,Sigourney Weaver,2
Daniel Radcliffe,Michael Gambon,2
John Sparkes,Justin Fletcher,2
Emma Watson,Michael Gambon,2
Jean Reno,Marie-Anne Chazel,2
Michael Gambon,Rupert Grint,2
Charlize Theron,Nicholas Hoult,2
Ben Kingsley,Josh Hartnett,2
Denzel Washington,Paula Patton,2
Eva Mendes,Mark Wahlberg,2
Antonio Banderas,Catherine Zeta-Jones,2
Anne Dorval,Xavier Dolan,2
Joaquin Phoenix,Mark Wahlberg,2
Mike Vogel,T.J. Miller,2
Chris Cooper,Jake Gyllenhaal,2
Joe Thomas,Simon Bird,2
Chloe Sevigny,Kate Beckinsale,2
Bruce Willis,Matthew Perry,2
Bill Paxton,Matthew Mcconaughey,2
Geoffrey Rush,Keira Knightley,2
Rose Byrne,Ty Simpkins,2
Eugene Levy,Seann William Scott,2
Arnold Schwarzenegger,Sandahl Bergman,2
Craig Ferguson,Gerard Butler,2
Priyanka Chopra Jonas,Ranveer Singh,2
Craig Ferguson,Jay Baruchel,2
Reese Witherspoon,Selma Blair,2
Jeff Bridges,Josh Brolin,2
Ryan Phillippe,Sarah Michelle Gellar,2
Jeff Bridges,Joan Allen,2
Brian Dennehy,Bryan Brown,2
Armin Mueller-Stahl,Naomi Watts,2
Al Pacino,Jeremy Irons,2
Gerard Butler,Jay Baruchel,2
Luke Bracey,Teresa Palmer,2
Charlize Theron,Mark Wahlberg,2
Jamie Bell,Julie Walters,2
Diane Lane,Mickey Rourke,2
Mahesh Babu,Nassar,2
Kartik Aaryan,Nushrratt Bharuccha,2
Bruce Spence,Mel Gibson,2
Deepak Dobriyal,Jimmy Shergill,2
Steve Martin,Victoria Tennant,2
Kartik Aaryan,Sunny Singh,2
Morris Chestnut,Taye Diggs,2
Nushrratt Bharuccha,Sunny Singh,2
Nina Hoss,Ronald Zehrfeld,2
Sam Rockwell,Woody Harrelson,2
Amy Adams,Patrick Dempsey,2
Jeff Bridges,Julianne Moore,2
Heath Ledger,Mark Addy,2
Robin Wright,Sean Penn,2
Deepak Dobriyal,Kangana Ranaut,2
Nawazuddin Siddiqui,Radhika Apte,2
Phoebe Cates,Zach Galligan,2
Deepak Dobriyal,Madhavan,2
Colin Firth,Gary Oldman,2
Danilo 'Bata' Stojkovic,Pavle Vuisic,2
Garrett Hedlund,John Goodman,2
Derek Jacobi,Kenneth Branagh,2
Julie Christie,Kate Winslet,2
Garrett Hedlund,Oscar Isaac,2
Jimmy Shergill,Kangana Ranaut,2
Jimmy Shergill,Madhavan,2
Kangana Ranaut,Madhavan,2
Alexander Petrov,Irina Starshenbaum,2
Mia Wasikowska,Tom Hiddleston,2
Naseeruddin Shah,Vidya Balan,2
Heath Ledger,Shannyn Sossamon,2
Sam Worthington,Sigourney Weaver,2
Hailee Steinfeld,Shameik Moore,2
Sam Worthington,Zoe Saldana,2
Ethan Hawke,Robert Sean Leonard,2
James Franco,Winona Ryder,2
Mark Addy,Shannyn Sossamon,2
Don Ameche,Hume Cronyn,2
Jeff Daniels,Jim Carrey,2
Hugh Bonneville,Sally Hawkins,2
Emma Roberts,Rory Culkin,2
Dwayne Johnson,Michelle Rodriguez,2
Sigourney Weaver,Zoe Saldana,2
Cate Blanchett,Judi Dench,2
Anne Hathaway,Matthew Mcconaughey,2
Don Ameche,Wilford Brimley,2
Chris Farley,David Spade,2
Jennifer Aniston,Owen Wilson,2
Julia Roberts,Tom Hanks,2
Chris Klein,Jason Biggs,2
Michelle Williams,Tom Hardy,2
Michelle Rodriguez,Milla Jovovich,2
Jennifer Lawrence,Woody Harrelson,2
Josh Hutcherson,Woody Harrelson,2
Lea Seydoux,Vincent Cassel,2
James Franco,Jonah Hill,2
Jonah Hill,Seth Rogen,2
Jason Statham,Michelle Rodriguez,2
Israel Broussard,Jessica Rothe,2
Ian Mckellen,Jean Reno,2
Aj Bowen,Joe Swanberg,2
Robert Carradine,Timothy Busfield,2
Charlotte Gainsbourg,Willem Dafoe,2
Alfred Molina,Ben Kingsley,2
Amanda Seyfried,Meryl Streep,2
Margot Robbie,Will Smith,2
Danny Trejo,Jessica Alba,2
Colin Firth,Kelly Macdonald,2
Jude Law,Nicole Kidman,2
Edgar Ramirez,Robert De Niro,2
Nicolas Cage,Peter Stormare,2
Michael B. Jordan,Phylicia Rashad,2
John Meillon,Linda Kozlowski,2
John Meillon,Paul Hogan,2
Linda Kozlowski,Paul Hogan,2
Allen Payne,Chris Rock,2
Kiana Madeira,Olivia Scott Welch,2
Marion Cotillard,Michael Fassbender,2
Morgan Freeman,Robert De Niro,2
Dave Chappelle,Guillermo Diaz,2
Jean Reno,Kevin Kline,2
Devon Bostick,Robert Capron,2
Devon Bostick,Zachary Gordon,2
Rachael Harris,Robert Capron,2
Rachael Harris,Zachary Gordon,2
Ray Liotta,Robert De Niro,2
Clive Owen,Paul Giamatti,2
Jackie Chan,Owen Wilson,2
Ane Dahl Torp,Edith Haagenrud-Sande,2
Ane Dahl Torp,Kristoffer Joner,2
Edith Haagenrud-Sande,Kristoffer Joner,2
Kaley Cuoco,Kevin Hart,2
Billy Dee Williams,Carrie Fisher,2
Eva Mendes,Nicolas Cage,2
